Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Immunologic_signatures	GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN	196	3	0.006298962982430472	0.048491396405607165	PLEK:KAT2B:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN
Immunologic_signatures	GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP	196	3	0.006298962982430472	0.048491396405607165	OAS3:IL4R:TYK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP
Immunologic_signatures	GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	196	3	0.006298962982430472	0.048491396405607165	ANKRD53:FRZB:PDLIM4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP
Immunologic_signatures	GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	196	3	0.006298962982430472	0.048491396405607165	BLM:BRCA1:POLQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21546_ELK1_KO_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN
Immunologic_signatures	GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	196	3	0.006298962982430472	0.048491396405607165	ICAM1:IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN
Immunologic_signatures	GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	196	3	0.006298962982430472	0.048491396405607165	ICAM1:IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN
Immunologic_signatures	GSE21546_WT_VS_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	196	3	0.006298962982430472	0.048491396405607165	BLM:BRCA1:POLQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21546_WT_VS_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN
Immunologic_signatures	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	196	3	0.006298962982430472	0.048491396405607165	IL4R:KAT2B:ARHGEF3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN
Immunologic_signatures	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP	197	3	0.006387753382636453	0.048491396405607165	LGALS3:TAP1:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21670_STAT3_KO_VS_WT_CD4_TCELL_UP
Immunologic_signatures	GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN	197	3	0.006387753382636453	0.048491396405607165	IL4R:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_DN
Immunologic_signatures	GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	197	3	0.006387753382636453	0.048491396405607165	BLM:MLH1:PAICS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN
Immunologic_signatures	GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP	197	3	0.006387753382636453	0.048491396405607165	SERPINA1:PLEK:TRIB3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_BCELL_VS_CENT_MEMORY_CD4_TCELL_UP
Immunologic_signatures	GSE360_DC_VS_MAC_T_GONDII_DN	197	3	0.006387753382636453	0.048491396405607165	FOS:APOE:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_T_GONDII_DN
Immunologic_signatures	GSE3982_MAST_CELL_VS_TH1_DN	197	3	0.006387753382636453	0.048491396405607165	FOXM1:BLM:PAICS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_TH1_DN
Immunologic_signatures	GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_UP	197	3	0.006387753382636453	0.048491396405607165	ICAM1:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_UP
Immunologic_signatures	GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	197	3	0.006387753382636453	0.048491396405607165	POLE:BLM:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP
Immunologic_signatures	GSE25087_TREG_VS_TCONV_FETUS_UP	197	3	0.006387753382636453	0.048491396405607165	LGALS3:BRCA1:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE25087_TREG_VS_TCONV_FETUS_UP
Immunologic_signatures	GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	197	3	0.006387753382636453	0.048491396405607165	TTC28:REST:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN
Immunologic_signatures	GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	197	3	0.006387753382636453	0.048491396405607165	OAS3:TAP1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN
Immunologic_signatures	GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	197	3	0.006387753382636453	0.048491396405607165	TRIB3:MLH1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN
Immunologic_signatures	GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	197	3	0.006387753382636453	0.048491396405607165	LGALS3:SERPINA1:HSPA4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN
Immunologic_signatures	GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN	197	3	0.006387753382636453	0.048491396405607165	HERC2:PLEK:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22886_IGA_VS_IGM_MEMORY_BCELL_DN
Immunologic_signatures	GSE3982_EOSINOPHIL_VS_NKCELL_UP	197	3	0.006387753382636453	0.048491396405607165	BRCA1:CCNH:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE3982_EOSINOPHIL_VS_NKCELL_UP
Immunologic_signatures	GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN	197	3	0.006387753382636453	0.048491396405607165	FOS:CES1:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_DN
Immunologic_signatures	GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	197	3	0.006387753382636453	0.048491396405607165	ANKRD53:CTSB:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP
Immunologic_signatures	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP	198	3	0.006477290166130025	0.048491396405607165	MAPK6:SP3:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP
Immunologic_signatures	GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	198	3	0.006477290166130025	0.048491396405607165	IRAK2:KAT2B:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN
Immunologic_signatures	GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP	198	3	0.006477290166130025	0.048491396405607165	PARP1:DLAT:BLM	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP
Immunologic_signatures	GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP	198	3	0.006477290166130025	0.048491396405607165	ICAM1:KDR:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_UP
Immunologic_signatures	GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_DN	198	3	0.006477290166130025	0.048491396405607165	MAPK6:ARHGEF3:HSPA4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_DN
Immunologic_signatures	GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN	198	3	0.006477290166130025	0.048491396405607165	IL4R:HSPA4:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN
Immunologic_signatures	GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_DN	198	3	0.006477290166130025	0.048491396405607165	HERC2:MLH1:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE20198_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_DN
Immunologic_signatures	GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	198	3	0.006477290166130025	0.048491396405607165	LGALS3:EP300:RIOK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN
Immunologic_signatures	GSE8685_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP	198	3	0.006477290166130025	0.048491396405607165	SP3:KAT2B:PAICS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE8685_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP
Immunologic_signatures	GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP	198	3	0.006477290166130025	0.048491396405607165	LGALS3:PLEK:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_UP
Immunologic_signatures	GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP	198	3	0.006477290166130025	0.048491396405607165	BRCA1:MLH1:GMPS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_UP
Immunologic_signatures	GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP	198	3	0.006477290166130025	0.048491396405607165	BLM:KAT2B:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP
Immunologic_signatures	GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP	198	3	0.006477290166130025	0.048491396405607165	ARHGEF3:TLR2:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP
Immunologic_signatures	GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_UP	198	3	0.006477290166130025	0.048491396405607165	ICAM1:TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE45365_WT_VS_IFNAR_KO_CD8A_DC_MCMV_INFECTION_UP
Immunologic_signatures	GSE27786_LSK_VS_NEUTROPHIL_UP	198	3	0.006477290166130025	0.048491396405607165	NDUFA9:BRCA1:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE27786_LSK_VS_NEUTROPHIL_UP
Immunologic_signatures	GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP	198	3	0.006477290166130025	0.048491396405607165	PARP1:SP3:CCNH	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE360_CTRL_VS_M_TUBERCULOSIS_DC_UP
Immunologic_signatures	GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP	198	3	0.006477290166130025	0.048491396405607165	ACTR1B:PDLIM4:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP
Immunologic_signatures	GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN	198	3	0.006477290166130025	0.048491396405607165	ICAM1:RIOK2:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN
Immunologic_signatures	GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_DN	198	3	0.006477290166130025	0.048491396405607165	KDR:UBD:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_DN
Immunologic_signatures	GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP	198	3	0.006477290166130025	0.048491396405607165	ACTR1B:TAP1:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_UP
Immunologic_signatures	GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_DN	198	3	0.006477290166130025	0.048491396405607165	SYNJ1:HSPBAP1:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_DN
Immunologic_signatures	GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN	198	3	0.006477290166130025	0.048491396405607165	APOE:TTC28:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_DN
Immunologic_signatures	GSE7852_LN_VS_FAT_TREG_UP	198	3	0.006477290166130025	0.048491396405607165	TTC28:ARHGEF3:GMPS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE7852_LN_VS_FAT_TREG_UP
Immunologic_signatures	GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN	198	3	0.006477290166130025	0.048491396405607165	IL4R:TTC28:TLR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22886_CD8_TCELL_VS_BCELL_NAIVE_DN
Immunologic_signatures	GSE27786_LSK_VS_MONO_MAC_DN	198	3	0.006477290166130025	0.048491396405607165	SYNJ1:TLR6:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE27786_LSK_VS_MONO_MAC_DN
Immunologic_signatures	GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	198	3	0.006477290166130025	0.048491396405607165	MAPK6:TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_2H_BMDC_DN
Immunologic_signatures	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN	198	3	0.006477290166130025	0.048491396405607165	ACTR1B:NFKBIE:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN
Immunologic_signatures	GSE42021_TCONV_PLN_VS_TREG_PRECURSORS_THYMUS_DN	198	3	0.006477290166130025	0.048491396405607165	IL4R:ICAM1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE42021_TCONV_PLN_VS_TREG_PRECURSORS_THYMUS_DN
Immunologic_signatures	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN	198	3	0.006477290166130025	0.048491396405607165	TLR6:EGF:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_DN
Immunologic_signatures	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP	198	3	0.006477290166130025	0.048491396405607165	TRIB3:ARHGEF3:HSPBAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP
Immunologic_signatures	GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN	198	3	0.006477290166130025	0.048491396405607165	MAPK6:ICAM1:KDR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN
Immunologic_signatures	GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN	198	3	0.006477290166130025	0.048491396405607165	LGALS3:MAPK6:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_DN
Immunologic_signatures	GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_DN	198	3	0.006477290166130025	0.048491396405607165	SYNJ1:LPL:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_DN
Immunologic_signatures	GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN	198	3	0.006477290166130025	0.048491396405607165	FOS:HTT:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN
Immunologic_signatures	GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	198	3	0.006477290166130025	0.048491396405607165	OAS3:ICAM1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN
Immunologic_signatures	GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	198	3	0.006477290166130025	0.048491396405607165	PLEK:SYNJ1:TLR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP
Immunologic_signatures	GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	199	3	0.006567574925433178	0.048491396405607165	LGALS3:TLR6:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
Immunologic_signatures	GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP	199	3	0.006567574925433178	0.048491396405607165	CES1:ICAM1:FRZB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP
Immunologic_signatures	GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN	199	3	0.006567574925433178	0.048491396405607165	IL4R:TLR6:KDR	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE39152_BRAIN_VS_SPLEEN_CD103_NEG_MEMORY_CD8_TCELL_DN	199	3	0.006567574925433178	0.048491396405607165	IL4R:ICAM1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE39152_BRAIN_VS_SPLEEN_CD103_NEG_MEMORY_CD8_TCELL_DN
Immunologic_signatures	GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP	199	3	0.006567574925433178	0.048491396405607165	ACTR1B:LPL:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP
Immunologic_signatures	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP	199	3	0.006567574925433178	0.048491396405607165	LGALS3:MAPK6:HSPA4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP
Immunologic_signatures	GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP	199	3	0.006567574925433178	0.048491396405607165	TTC28:IRAK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP
Immunologic_signatures	GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP	199	3	0.006567574925433178	0.048491396405607165	IL4R:TYK2:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP
Immunologic_signatures	GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	199	3	0.006567574925433178	0.048491396405607165	ICAM1:TAP1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN
Immunologic_signatures	GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_DN	199	3	0.006567574925433178	0.048491396405607165	ICAM1:TAP1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_DN
Immunologic_signatures	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP	199	3	0.006567574925433178	0.048491396405607165	LGALS3:PDLIM4:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_UP
Immunologic_signatures	GSE45365_WT_VS_IFNAR_KO_CD8A_DC_DN	199	3	0.006567574925433178	0.048491396405607165	IL4R:TLR2:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE45365_WT_VS_IFNAR_KO_CD8A_DC_DN
Immunologic_signatures	GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	199	3	0.006567574925433178	0.048491396405607165	EPRS:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN
Immunologic_signatures	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP	199	3	0.006567574925433178	0.048491396405607165	APOE:MLH1:NFKBIE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP
Immunologic_signatures	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN	199	3	0.006567574925433178	0.048491396405607165	TAP1:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN
Immunologic_signatures	GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	199	3	0.006567574925433178	0.048491396405607165	OAS3:TAP1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN
Immunologic_signatures	GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	199	3	0.006567574925433178	0.048491396405607165	EPRS:PARP1:PAICS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN
Immunologic_signatures	GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	199	3	0.006567574925433178	0.048491396405607165	LGALS3:PDLIM4:CTSB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP
Immunologic_signatures	GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP	199	3	0.006567574925433178	0.048491396405607165	ICAM1:TRIB3:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP
Immunologic_signatures	GSE40273_GATA1_KO_VS_WT_TREG_DN	199	3	0.006567574925433178	0.048491396405607165	APOE:PLEK:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE40273_GATA1_KO_VS_WT_TREG_DN
Immunologic_signatures	GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN	199	3	0.006567574925433178	0.048491396405607165	IL4R:PLEK:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN
Immunologic_signatures	GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	199	3	0.006567574925433178	0.048491396405607165	FOS:MAPK6:ACTR1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN
Immunologic_signatures	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN	199	3	0.006567574925433178	0.048491396405607165	FOXM1:BRCA1:TRIB3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN
Immunologic_signatures	GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP	199	3	0.006567574925433178	0.048491396405607165	FOS:CES1:ACTR1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP
Immunologic_signatures	GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	199	3	0.006567574925433178	0.048491396405607165	EPRS:OAS3:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP
Immunologic_signatures	GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	199	3	0.006567574925433178	0.048491396405607165	ZFPM1:CSF1R:CTSB	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE43863_TH1_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN
Immunologic_signatures	GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN	199	3	0.006567574925433178	0.048491396405607165	NFKBIE:LPL:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN
Immunologic_signatures	GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_DN	199	3	0.006567574925433178	0.048491396405607165	APOE:ARHGEF3:RIOK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GSE24210_IL35_TREATED_VS_UNTREATED_TCONV_CD4_TCELL_DN
